Type	Fold	Run#	#trees	TP	FN	TN	FP	ROC-AUC	PR-AUC
NRF	0	1	1	20,104,651,83,0.5242592917251052	0.1636510404850202
NRF	0	1	2	36,88,573,161,0.5379339060308556	0.1778471652405687
NRF	0	1	4	16,108,675,59,0.5819490708274895	0.1866339982535093
NRF	0	1	8	2,122,723,11,0.5902820389200562	0.1891723805288861
NRF	0	1	16	1,123,732,2,0.6098297247545582	0.20680716887215858
NRF	0	1	32	2,122,734,0,0.6324344758064516	0.2420080762300682
NRF	0	1	64	2,122,734,0,0.6210663569424965	0.23409947792221666
NRF	0	1	128	2,122,734,0,0.6287966777699859	0.22841813474373987
NRF	0	1	256	2,122,734,0,0.6274215462833099	0.23067711745354444
NRF	0	1	512	2,122,734,0,0.6477636307854138	0.24646820743416692
NRF	0	2	1	22,102,661,73,0.5384379382889201	0.17322149559270647
NRF	0	2	2	32,92,575,159,0.5227910238429172	0.16304369857915665
NRF	0	2	4	13,111,687,47,0.5483432678821879	0.18013367617973405
NRF	0	2	8	3,121,725,9,0.5783934519635343	0.1848642521524586
NRF	0	2	16	2,122,731,3,0.590413525596073	0.2072992800527293
NRF	0	2	32	2,122,734,0,0.6406359572230014	0.2505831866345396
NRF	0	2	64	2,122,734,0,0.6582606504207573	0.2596083946019019
NRF	0	2	128	2,122,734,0,0.644898316970547	0.25872758578464733
NRF	0	2	256	2,122,734,0,0.6568800403225806	0.25938055668964277
NRF	0	2	512	2,122,734,0,0.6480101683029453	0.25209075522173896
NRF	0	3	1	11,113,650,84,0.48728962131837306	0.14165825159535633
NRF	0	3	2	23,101,578,156,0.48759094495091165	0.1449365515033196
NRF	0	3	4	10,114,682,52,0.510343618513324	0.1595737155985221
NRF	0	3	8	4,120,721,13,0.5450067934782609	0.1775300644425523
NRF	0	3	16	3,121,731,3,0.590797028401122	0.20146903643525488
NRF	0	3	32	2,122,734,0,0.6039676104488079	0.22490339420956473
NRF	0	3	64	2,122,734,0,0.6396114568723703	0.2350876695164758
NRF	0	3	128	2,122,734,0,0.6418193373071529	0.24223057911913334
NRF	0	3	256	2,122,734,0,0.6353655329593267	0.24276528482431411
NRF	0	3	512	2,122,734,0,0.6493195564516129	0.25166959692748375
NRF	0	4	1	13,111,661,73,0.5028269635343618	0.1486823716486163
NRF	0	4	2	27,97,617,117,0.5288174964936886	0.16215869503475008
NRF	0	4	4	13,111,690,44,0.5443822317671809	0.17406493280547988
NRF	0	4	8	8,116,725,9,0.5521180312061711	0.19506199350008693
NRF	0	4	16	4,120,733,1,0.5868524281206171	0.21477890386265466
NRF	0	4	32	2,122,733,1,0.5961112815568023	0.21242305074870918
NRF	0	4	64	2,122,734,0,0.6132538569424965	0.22537004127136728
NRF	0	4	128	2,122,734,0,0.6295910764375876	0.24853054374585692
NRF	0	4	256	2,122,734,0,0.6416878506311361	0.2529851908120277
NRF	0	4	512	2,122,734,0,0.6441258327489481	0.2510851281049641
NRF	0	5	1	21,103,650,84,0.5276122019635343	0.16469360602945213
NRF	0	5	2	38,86,571,163,0.5411553295932678	0.16414902581471844
NRF	0	5	4	15,109,661,73,0.5448205206872371	0.17706319148627248
NRF	0	5	8	6,118,720,14,0.5508963008415148	0.1945487564388299
NRF	0	5	16	3,121,733,1,0.6073369565217391	0.21524707334906854
NRF	0	5	32	3,121,734,0,0.6076273229312763	0.22222580391476424
NRF	0	5	64	2,122,734,0,0.6132483783309958	0.22472031287724564
NRF	0	5	128	2,122,734,0,0.6299636220196353	0.2394010458083079
NRF	0	5	256	2,122,734,0,0.6441915760869565	0.25016297061212284
